"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"11200","11200","11200.0","60 months","BAT5241177","10.99","B","B4","Engineering Data Network","7 years","MORTGAGE","76000","430xx,OH","13.63","1","1","12","0","9747","63.7","18","297","0","0","0","0","13th week","0","0","199611","15300","1.0"
"9625","9625","9625.0","36 months","BAT5662637","14.65","C","C5","Para educator","7 years","RENT","24080","802xx,CO","17.2","0","0","7","1","8126","67.7","13","657.27","0","0","0","0","26th week","0","0","8126","12000","1.0"
"13500","13500","13500.0","36 months","BAT3058155","8.9","A","A5","Neiman Marcus","2 years","RENT","50000","483xx,MI","17.44","0","0","8","0","13150","59.2","16","1609.94","0","0","0","0","96th week","0",,"0","0","1.0"
"15000","15000","15000.0","36 months","BAT338166","14.49","C","C4","Corporate Relations","8 years","MORTGAGE","49000","191xx,PA","30.27","2","0","14","0","11890","83.1","33","2383.93","0","0","0","0","70th week","0","0","205413","14300","1.0"
"23550","23550","23450.0","60 months","BAT4664105","17.57","D","D4","Shift Supervisor","10+ years","RENT","64000","441xx,OH","18.48","0","0","6","0","21873","91.9","11","1664.26","0","0","0","0","22th week","0","0","34759","23800","1.0"
"15000","15000","15000.0","60 months","BAT4127326","11.44","B","B4","Realtor","4 years","OWN","40000","146xx,NY","19.44","0","0","9","1","18636","76.7","21","1696.33","0","0","0","0","61th week","0","0","23309","24300","1.0"
"35000","35000","34975.0","60 months","BAT5662637","18.55","E","E2","Psychological Student Counselor","10+ years","RENT","82000","110xx,NY","38.72","0","0","17","0","39356","90.9","50","3125.38","0","0","0","0","26th week","0","0","206598","43300","1.0"
"16000","16000","16000.0","36 months","BAT3840785","6.92","A","A4","Director, Engineering and Tech Svcs","7 years","MORTGAGE","108000","177xx,PA","18.04","0","0","16","0","33858","35.3","33","666.45","0","0","0","0","35th week","0","0","206783","95900","1.0"
"5000","5000","5000.0","36 months","BAT3404765","19.05","D","D4","presbyterian senior living","10+ years","RENT","58000","180xx,PA","15.75","0","2","10","0","6867","78.9","25","1524.1","0","0","0","0","122th week","0","0","26875","8700","1.0"
"10000","10000","10000.0","60 months","BAT3840785","14.65","C","C5","Program Manager","9 years","MORTGAGE","90000","760xx,TX","4.01","1","4","14","0","6646","23","40","353.92","0","0","0","0","9th week","0","158","218719","28900","1.0"
"19000","19000","19000.0","60 months","BAT4217242","15.61","D","D1","shuttle bus driver","2 years","MORTGAGE","69400","302xx,GA","9.18","0","0","13","0","4920","15.7","36","4378.71","0","0","0","0","87th week","0","0","80889","31300","1.0"
"10000","10000","10000.0","36 months","BAT5662637","12.29","C","C1","Accreditation Consultant","3 years","RENT","50000","235xx,VA","14.81","1","1","11","0","4231","32.5","16","523.88","0","0","0","0","26th week","0","0","17603","13000","1.0"
"21000","21000","21000.0","36 months","BAT3563724","6.03","A","A1","Product Manager","8 years","RENT","92400","223xx,VA","21.91","0","0","18","0","17962","25.4","29","1801.7","0","0","0","0","109th week","0","0","82945","70700","1.0"
"10050","10050","10050.0","36 months","BAT5260863","17.57","D","D4","Police officer","3 years","RENT","64000","604xx,IL","20.87","4","4","6","1","1155","37","21","281.35","0","0","0","0","9th week","0","50","42732","3100","1.0"
"10000","10000","10000.0","36 months","BAT6004464","7.49","A","A4","Support Staff","< 1 year","MORTGAGE","55500","152xx,PA","15.05","1","0","8","0","13908","41.5","16","0","0","0","0","0","NAth week","0","60","197329","33500","1.0"
"23500","23500","23500.0","36 months","BAT4664105","12.29","C","C1","Events Administrator","10+ years","OWN","90000","077xx,NJ","14.05","0","1","17","0","23127","28","24","985.27","0","0","0","0","22th week","0","519","448817","82600","1.0"
"30000","30000","30000.0","36 months","BAT5260863","7.26","A","A4","Physician Assistant","10+ years","RENT","130000","112xx,NY","24.35","0","0","17","0","47796","77.2","34","506.69","0","0","0","0","13th week","0","0","330979","61900","1.0"
"16800","16800","16800.0","60 months","BAT338166","13.98","C","C3","carpenter","8 years","MORTGAGE","62000","063xx,CT","9.78","0","1","11","0","12743","42.3","17","2843.48","0","0","0","0","70th week","0","0","76023","30100","1.0"
"2000","2000","2000.0","36 months","BAT6248271","6.49","A","A2","Market Analyst","1 year","RENT","47000","852xx,AZ","27.86","0","0","11","0","0","0","23","32.44","0","0","0","0","13th week","0","0","60120","29600","1.0"
"24000","24000","24000.0","60 months","BAT5241177","11.53","B","B5","Molding Operations Manager","8 years","RENT","90000","641xx,MO","21.52","0","1","32","0","15979","85","41","667.82","0","0","0","0","13th week","0","0","117375","18800","1.0"
"10775","10775","10775.0","36 months","BAT446479","16.99","D","D3","Warehouse Assistant","9 years","MORTGAGE","37716","331xx,FL","23.51","1","0","10","0","12227","69.5","13","2020.26","0","0","0","0","74th week","0","0","22135","17600","1.0"
"20000","20000","20000.0","36 months","BAT3563724","11.99","B","B3","Sales Professional","3 years","MORTGAGE","180000","774xx,TX","11.22","0","2","13","1","18284","60.7","24","3559.85","0","0","0","0","113th week","0","0","385603","30100","1.0"
"18450","18450","18400.0","60 months","BAT528686","16.29","C","C4","Frontier Communications","10+ years","MORTGAGE","43000","186xx,PA","14.9","2","0","9","0","20044","82.8","16","4631.97","0","1947.31","350.5158","0","91th week","0","59","80610","24200","1.0"
"12000","12000","12000.0","60 months","BAT5662637","13.33","C","C3","Registered dietitian","10+ years","RENT","61300","318xx,GA","20.97","1","0","8","0","11699","83.6","23","641.69","0","0","0","0","26th week","0","0","35460","14000","1.0"
"10000","10000","9875.0","36 months","BAT4664105","17.86","D","D5","Core Service Specialist","8 years","RENT","84650","212xx,MD","24.03","0","0","11","0","5180","68.2","31","731.99","0","0","0","1","22th week","0","595","53554","7600","1.0"
"20050","20050","20050.0","60 months","BAT4138794","17.27","C","C5","PRSA","3 years","RENT","45000","113xx,NY","19.13","0","0","17","0","20248","67.9","28","4908.4","0","0","0","0","87th week","0","0","21799","29800","1.0"
"32000","32000","32000.0","60 months","BAT4268557","17.86","D","D5","Executive Director/Attorney","4 years","MORTGAGE","305000","133xx,NY","12.49","0","0","11","0","77330","90.2","37","4498.18","0","0","0","0","44th week","0","0","569739","85700","1.0"
"10800","10800","10800.0","36 months","BAT5662637","22.99","F","F2","ACCOUNT REP","1 year","RENT","36000","917xx,CA","17.63","0","1","13","0","24922","64.2","25","179.32","0","0","0","0","4th week","0","0","44665","38800","1.0"
"12725","12725","12725.0","36 months","BAT3840785","16.99","D","D3","Rectory manager","10+ years","MORTGAGE","29000","209xx,MD","31.04","0","2","11","1","12540","52.7","42","1328.22","0","0","0","0","35th week","0","0","25205","23800","1.0"
"15000","15000","15000.0","36 months","BAT5260863","9.17","B","B2","Associate Engineer","5 years","RENT","76000","921xx,CA","14.97","0","0","8","0","18338","81.9","20","316.42","0","0","0","0","13th week","0","0","25838","22400","1.0"
"10000","10000","10000.0","36 months","BAT4729018","8.67","B","B1","CNA","5 years","MORTGAGE","40000","750xx,TX","15.27","1","0","8","0","4596","38.6","12","685.94","0","0","0","0","48th week","0","3948","135019","11900","1.0"
"5350","5350","5275.0","36 months","BAT5662637","19.99","E","E4","precertification coordinator","7 years","MORTGAGE","45198","065xx,CT","34.86","0","1","29","0","23388","47","50","421.09","0","0","0","0","26th week","0","0","196842","49800","1.0"
"27450","27450","27450.0","36 months","BAT4729018","14.99","C","C5","Manager - Field Operations Dept","10+ years","RENT","62621","328xx,FL","20.03","0","1","10","0","35915","81.8","20","3314.84","0","0","0","0","48th week","0","0","35915","43900","1.0"
"18450","18450","18450.0","60 months","BAT422167","17.86","D","D5","crusher operator","5 years","OWN","59000","476xx,IN","31.9","1","1","8","3","5481","44.6","26","1823.89","0","0","0","0","31th week","0","0","50005","12300","1.0"
"25000","25000","25000.0","60 months","BAT6612051","9.17","B","B2","E6 - Staff Sergeant","8 years","MORTGAGE","55080","298xx,SC","18.71","0","1","6","0","17567","67.6","10","1601.49","0","0","0","0","39th week","0","0","209300","26000","1.0"
"6000","6000","6000.0","36 months","BAT4268557","9.99","B","B3","Independent Distributor","3 years","RENT","36400","760xx,TX","33.73","0","0","9","0","4203","21","17","402.33","0","0","0","0","39th week","0","0","42666","20000","1.0"
"6000","6000","6000.0","36 months","BAT3404765","15.31","C","C2","YOUNGS MARKET","7 years","MORTGAGE","60000","917xx,CA","17.22","1","0","6","0","13371","81","15","1481.68","0","0","0","0","135th week","0","0","355642","16500","1.0"
"10200","10200","10200.0","36 months","BAT5241177","7.89","A","A5","Caregiver","10+ years","RENT","29000","900xx,CA","28.89","0","1","8","0","3692","8.9","24","249.33","0","0","0","0","17th week","0","0","18547","41400","1.0"
"10000","10000","10000.0","36 months","BAT5737941","10.16","B","B1","Northridge Hospital","3 years","RENT","48000","902xx,CA","22.13","0","0","8","0","4632","48.2","13","1399.82","0","0","0","0","104th week","0",,"0","0","1.0"
"24925","24925","24925.0","60 months","BAT3141736","19.05","D","D4","Charter Steel","2 years","MORTGAGE","56000","441xx,OH","15.77","0","4","9","0","13668","75.9","14","5839.49","63.11","2959.62","29.4512","0","91th week","0","0","131242","18000","1.0"
"16000","16000","16000.0","36 months","BAT5241177","7.89","A","A5","QIN RN","7 years","RENT","70000","327xx,FL","3.62","0","1","4","0","10683","42.7","17","398.12","0","0","0","0","17th week","0","0","10683","25000","1.0"
"10000","10000","9950.0","36 months","BAT6492646","6.62","A","A2","ELECTRONIC FASTENERS INC.","10+ years","MORTGAGE","85000","327xx,FL","3.02","0","1","7","0","7338","57.8","11","1050.57","0","0","0","0","157th week","0",,"0","0","1.0"
"13000","13000","12975.0","36 months","BAT5662637","12.29","C","C1","Sales Manager","5 years","OWN","140000","306xx,GA","11.03","0","0","11","0","9650","62.7","17","768.99","0","0","0","0","26th week","0","0","191178","15400","1.0"
"20000","20000","20000.0","36 months","BAT446479","14.49","C","C4","Loan Administration Officer","10+ years","RENT","119000","770xx,TX","25.74","0","2","20","0","55760","81","36","2682.22","0","0","0","0","52th week","0","0","133091","68800","1.0"
"15000","15000","15000.0","36 months","BAT3780546","11.55","B","B3","Covington & Burling LLP","5 years","MORTGAGE","76000","920xx,CA","8.01","0","1","7","0","20257","73.1","17","2707.69","0","0","0","0","126th week","0","115","20257","27700","1.0"
"9000","9000","9000.0","36 months","BAT4725056","7.66","A","A5","Wells Fargo","2 years","OWN","42000","945xx,CA","15.49","0","0","5","0","2400","33.3","11","1096.61","0","0","0","0","157th week","0",,"0","0","1.0"
"10000","10000","10000.0","36 months","BAT5319342","11.67","B","B4","Sr. Customer Service Representative","9 years","MORTGAGE","45595","600xx,IL","25.74","0","1","9","0","10756","80.9","19","640.41","0","0","0","0","31th week","0","0","141232","13300","1.0"
"13175","13175","13175.0","60 months","BAT5642237","11.99","B","B5","Charter Schools USA","< 1 year","MORTGAGE","85000","330xx,FL","9.77","1","0","6","0","23315","56.9","12","2677.6","14.96006962","523.95","5.075500002","0","109th week","0",,"0","0","1.0"
"12000","12000","12000.0","36 months","BAT4711174","8.9","A","A5","Senior Applications Specialist","10+ years","MORTGAGE","95000","774xx,TX","17.55","0","0","9","0","11065","85.1","36","90.09","0","0","0","0","4th week","0","0","222850","13000","1.0"
"10000","10000","10000.0","36 months","BAT4217242","12.49","B","B5","Letter carrier","10+ years","MORTGAGE","69000","191xx,PA","13.58","2","2","13","0","7076","30.6","37","1069.85","0","0","0","0","48th week","0","0","215803","23100","1.0"
"16000","16000","16000.0","60 months","BAT422167","18.25","E","E1","production tech/press operator","10+ years","RENT","40000","293xx,SC","20.25","1","0","8","0","6995","37.2","16","1633.01","0","0","0","0","31th week","0","0","28891","18800","1.0"
"20525","20525","20525.0","60 months","BAT4106493","17.86","D","D5","Patrol Officer","3 years","OWN","56000","190xx,PA","29.32","0","1","20","0","28301","48.8","36","264.75","0","0","0","0","9th week","0","0","239504","58000","1.0"
"6000","6000","5900.0","36 months","BAT4268557","6.92","A","A4","Server","< 1 year","RENT","45265","452xx,OH","18.9","0","0","12","0","6824","14.9","14","277.43","0","0","0","0","39th week","0","145","25725","45900","1.0"
"10000","10000","10000.0","36 months","BAT5060554","8.19","A","A5","Charge Nurse","5 years","OWN","33000","775xx,TX","15.89","0","0","12","0","12440","49.6","20","701.08","0","0","0","0","52th week","0","0","12440","25100","1.0"
"25000","25000","25000.0","60 months","BAT4268557","8.18","B","B1","Teacher","10+ years","MORTGAGE","61000","316xx,GA","22.64","0","1","15","0","36592","38.4","39","1587.01","0","0","0","0","44th week","0","0","134060","95400","1.0"
"14000","14000","14000.0","36 months","BAT5662637","7.89","A","A5","Managing Director,  Communications ","7 years","MORTGAGE","167000","760xx,TX","10.81","1","0","14","1","7307","55.8","33","511.74","0","0","0","0","26th week","0","0","235511","13400","1.0"
"5000","5000","5000.0","36 months","BAT4711174","15.61","C","C3","cna","9 years","RENT","24000","070xx,NJ","29.3","0","0","8","0","5769","76.9","11","1151.57","0","0","0","0","109th week","0","0","18783","7500","1.0"
"4500","4500","4500.0","36 months","BAT6248271","13.98","C","C3","Compliance Auditor","7 years","RENT","43000","908xx,CA","20.1","0","0","11","0","9518","44.5","46","617.85","0","0","0","0","65th week","0","0","101246","21400","1.0"
"7800","7800","7800.0","36 months","BAT4106493","10.99","B","B4","Director","4 years","RENT","96000","791xx,TX","24.38","0","0","13","0","34988","94.3","24","61.92","0","0","0","0","4th week","0","0","63479","37100","1.0"
"14000","14000","14000.0","60 months","BAT3369838","20.49","E","E1","Csx Transportation","10+ years","MORTGAGE","98000","296xx,SC","17.11","0","0","13","0","13598","65.1","42","5381.28","0","0","0","0","113th week","0","0","175332","20900","1.0"
"5000","5000","5000.0","36 months","BAT6004464","9.76","B","B3","Customer Service Associate","5 years","RENT","20000","608xx,IL","27.73","0","1","17","0","4569","47.6","19","35.25","0","0","0","0","4th week","0","0","60939","9600","1.0"
"8000","8000","8000.0","36 months","BAT4664105","9.17","B","B2","Field Foreman","2 years","MORTGAGE","1.00E+05","956xx,CA","12.3","0","1","9","0","20899","87.1","26","282.59","0","0","0","0","22th week","0","0","456739","24000","1.0"
"28000","28000","28000.0","36 months","BAT3840785","16.99","D","D3","Contract Administrator IV","1 year","RENT","99750","201xx,VA","29.02","0","0","30","0","46972","76.4","52","2525.78","0","0","0","0","31th week","0","0","157357","61500","1.0"
"14400","14400","14400.0","36 months","BAT4217242","9.17","B","B1","Technical Support Engineer","10+ years","MORTGAGE","74000","010xx,MA","16.03","4","0","13","0","8105","28.9","29","1670.04","0","0","0","0","87th week","0","0","269143","28000","1.0"
"33025","33025","33025.0","36 months","BAT6248271","7.12","A","A3","Dean","2 years","RENT","1.00E+05","751xx,TX","20.23","0","3","14","0","22438","34.3","21","2273.7","0","0","0","0","65th week","0","0","40381","65500","1.0"
"5500","5500","5500.0","36 months","BAT4217242","14.49","C","C4","Technical Support","10+ years","MORTGAGE","68000","356xx,AL","5.77","0","0","8","0","8272","67.8","23","1003.95","0","0","0","0","87th week","0","0","149430","12200","1.0"
"11500","11500","11500.0","60 months","BAT3274746","24.08","F","F2","production","6 years","OWN","36000","128xx,NY","34","0","0","8","0","6451","41.6","12","4363.06","0","0","0","0","91th week","0","1142","42882","15500","1.0"
"13000","13000","13000.0","36 months","BAT5349407","7.62","A","A3",,"n/a","MORTGAGE","50496","670xx,KS","14.97","0","2","17","0","14709","30.4","33","1356.47","0","0","0","0","100th week","0","0","116391","48400","1.0"
"17475","17475","17475.0","36 months","BAT5662637","9.17","B","B2","owner","10+ years","OWN","38000","317xx,GA","26.37","0","0","15","1","37171","44.8","31","617.27","0","0","0","0","22th week","0","0","37171","83000","1.0"
